trial,seed,status,episode_jsonl,steps,n_targets_active_final,success_all_targets_neutralized,stderr
15,138,ok,C:\Users\josep\Desktop\Personal ML Projects\engagement-autonomy\runs\episode_20260113_192122\episode.jsonl,599,2,0,
16,139,ok,C:\Users\josep\Desktop\Personal ML Projects\engagement-autonomy\runs\episode_20260113_192123\episode.jsonl,599,3,0,
17,140,ok,C:\Users\josep\Desktop\Personal ML Projects\engagement-autonomy\runs\episode_20260113_192124\episode.jsonl,599,3,0,
18,141,ok,C:\Users\josep\Desktop\Personal ML Projects\engagement-autonomy\runs\episode_20260113_192125\episode.jsonl,599,1,0,
19,142,ok,C:\Users\josep\Desktop\Personal ML Projects\engagement-autonomy\runs\episode_20260113_192126\episode.jsonl,599,3,0,
20,143,ok,C:\Users\josep\Desktop\Personal ML Projects\engagement-autonomy\runs\episode_20260113_192128\episode.jsonl,599,2,0,
21,144,ok,C:\Users\josep\Desktop\Personal ML Projects\engagement-autonomy\runs\episode_20260113_192129\episode.jsonl,599,2,0,
22,145,ok,C:\Users\josep\Desktop\Personal ML Projects\engagement-autonomy\runs\episode_20260113_192130\episode.jsonl,599,4,0,
23,146,ok,C:\Users\josep\Desktop\Personal ML Projects\engagement-autonomy\runs\episode_20260113_192131\episode.jsonl,599,1,0,
24,147,ok,C:\Users\josep\Desktop\Personal ML Projects\engagement-autonomy\runs\episode_20260113_192132\episode.jsonl,599,2,0,
25,148,ok,C:\Users\josep\Desktop\Personal ML Projects\engagement-autonomy\runs\episode_20260113_192133\episode.jsonl,599,4,0,
26,149,ok,C:\Users\josep\Desktop\Personal ML Projects\engagement-autonomy\runs\episode_20260113_192135\episode.jsonl,599,3,0,
27,150,ok,C:\Users\josep\Desktop\Personal ML Projects\engagement-autonomy\runs\episode_20260113_192136\episode.jsonl,599,4,0,
28,151,ok,C:\Users\josep\Desktop\Personal ML Projects\engagement-autonomy\runs\episode_20260113_192137\episode.jsonl,599,4,0,
29,152,ok,C:\Users\josep\Desktop\Personal ML Projects\engagement-autonomy\runs\episode_20260113_192138\episode.jsonl,599,2,0,
30,153,ok,C:\Users\josep\Desktop\Personal ML Projects\engagement-autonomy\runs\episode_20260113_192139\episode.jsonl,599,4,0,
31,154,ok,C:\Users\josep\Desktop\Personal ML Projects\engagement-autonomy\runs\episode_20260113_192141\episode.jsonl,599,2,0,
32,155,ok,C:\Users\josep\Desktop\Personal ML Projects\engagement-autonomy\runs\episode_20260113_192142\episode.jsonl,599,4,0,
33,156,ok,C:\Users\josep\Desktop\Personal ML Projects\engagement-autonomy\runs\episode_20260113_192143\episode.jsonl,599,4,0,
34,157,ok,C:\Users\josep\Desktop\Personal ML Projects\engagement-autonomy\runs\episode_20260113_192144\episode.jsonl,599,6,0,
35,158,ok,C:\Users\josep\Desktop\Personal ML Projects\engagement-autonomy\runs\episode_20260113_192145\episode.jsonl,599,2,0,
36,159,ok,C:\Users\josep\Desktop\Personal ML Projects\engagement-autonomy\runs\episode_20260113_192147\episode.jsonl,599,3,0,
37,160,ok,C:\Users\josep\Desktop\Personal ML Projects\engagement-autonomy\runs\episode_20260113_192148\episode.jsonl,599,3,0,
38,161,ok,C:\Users\josep\Desktop\Personal ML Projects\engagement-autonomy\runs\episode_20260113_192149\episode.jsonl,599,3,0,
39,162,ok,C:\Users\josep\Desktop\Personal ML Projects\engagement-autonomy\runs\episode_20260113_192150\episode.jsonl,599,3,0,
40,163,ok,C:\Users\josep\Desktop\Personal ML Projects\engagement-autonomy\runs\episode_20260113_192151\episode.jsonl,599,6,0,
41,164,ok,C:\Users\josep\Desktop\Personal ML Projects\engagement-autonomy\runs\episode_20260113_192153\episode.jsonl,599,1,0,
42,165,ok,C:\Users\josep\Desktop\Personal ML Projects\engagement-autonomy\runs\episode_20260113_192154\episode.jsonl,599,4,0,
43,166,ok,C:\Users\josep\Desktop\Personal ML Projects\engagement-autonomy\runs\episode_20260113_192155\episode.jsonl,599,4,0,
44,167,ok,C:\Users\josep\Desktop\Personal ML Projects\engagement-autonomy\runs\episode_20260113_192156\episode.jsonl,599,1,0,
45,168,ok,C:\Users\josep\Desktop\Personal ML Projects\engagement-autonomy\runs\episode_20260113_192157\episode.jsonl,599,4,0,
46,169,ok,C:\Users\josep\Desktop\Personal ML Projects\engagement-autonomy\runs\episode_20260113_192159\episode.jsonl,599,3,0,
47,170,ok,C:\Users\josep\Desktop\Personal ML Projects\engagement-autonomy\runs\episode_20260113_192200\episode.jsonl,599,2,0,
48,171,ok,C:\Users\josep\Desktop\Personal ML Projects\engagement-autonomy\runs\episode_20260113_192201\episode.jsonl,599,3,0,
49,172,ok,C:\Users\josep\Desktop\Personal ML Projects\engagement-autonomy\runs\episode_20260113_192202\episode.jsonl,599,2,0,
